shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
2,Moderate shift,Frozen causal latent SCM,adjusted_rand_index,10,0.3325334612137286,0.027757383150361976,0.008777655264112387,0.3126770254849528,0.35238989694250444,0.30209882590716575,0.38182358238166486
2,Moderate shift,Frozen causal latent SCM,false_atrial_renal_competing,10,0.2994710896836986,0.06309468739531106,0.019952292042549957,0.2543358693242874,0.3446063100431098,0.20601674471406273,0.3704512979280781
2,Moderate shift,Frozen causal latent SCM,brier_score,10,0.14526050430132337,0.006800580614532826,0.0021505324153511304,0.14039566199398687,0.15012534660865987,0.13523434496766165,0.15321925374519307
2,Moderate shift,Frozen causal latent SCM,expected_calibration_error,10,0.043284586003050865,0.01270075203491145,0.004016330442733856,0.034199015323631496,0.052370156682470234,0.03073383643800923,0.06851176448020425
2,Moderate shift,Frozen causal latent SCM,mean_posterior_entropy,10,0.42690021793204735,0.015400520005204964,0.004870072036743587,0.4158833495905124,0.43791708627358233,0.4020569575866743,0.44674765479895195
2,Moderate shift,Frozen causal latent SCM,predicted_atrial_prevalence,10,0.5341,0.05192612273434462,0.01642048179019794,0.49695428950078846,0.5712457104992116,0.45545,0.60095
2,Moderate shift,Frozen causal latent SCM,accuracy_complete_case,10,0.8137478786047414,0.013758214443664532,0.0043507294179006275,0.8039058448883974,0.8235899123210854,0.7952461322713748,0.8370573878589477
2,Moderate shift,Frozen causal latent SCM,accuracy_any_missing,10,0.7532346076828739,0.016427913004185824,0.005194962229632644,0.7414827866643539,0.7649864287013939,0.7265455827557634,0.7750903119868636
2,Moderate shift,Frozen causal latent SCM,accuracy_electrical_missing,10,0.7460959125749881,0.024062937343396085,0.007609368919905288,0.728882324168025,0.7633095009819512,0.7168222705721894,0.7948318751072225
2,Moderate shift,Frozen causal latent SCM,biomarker_missing_fraction,10,0.1661,0.006138423813454086,0.0019411400493931446,0.16170883613316234,0.17049116386683766,0.158525,0.17477499999999999
2,Moderate shift,Frozen causal latent SCM,all_biomarkers_missing_rate,10,0.004,0.002788866755113585,0.0008819171036881968,0.0020049649068482047,0.005995035093151795,0.001,0.009100000000000002
2,Moderate shift,Modular causal latent SCM,accuracy,10,0.7956000000000001,0.010875047892614858,0.0034389921004077174,0.7878204593870641,0.803379540612936,0.778,0.810875
2,Moderate shift,Modular causal latent SCM,adjusted_rand_index,10,0.34928808432157055,0.025543687988912052,0.008077623388564794,0.3310152307142909,0.3675609379288502,0.3084564046161904,0.3859772135117088
2,Moderate shift,Modular causal latent SCM,false_atrial_renal_competing,10,0.1929957662276644,0.065664050409499,0.0207647959686129,0.1460225342920628,0.239968998163266,0.1070242656449553,0.2982469512195122
2,Moderate shift,Modular causal latent SCM,brier_score,10,0.14359558830091207,0.007353699182621375,0.0023254438644802044,0.13833506880606306,0.14885610779576108,0.13423778133730654,0.15346065404954923
2,Moderate shift,Modular causal latent SCM,expected_calibration_error,10,0.04524595317259841,0.020726557169688666,0.006554312870990921,0.030419067363899488,0.06007283898129734,0.02323598438693481,0.08246921169945921
2,Moderate shift,Modular causal latent SCM,mean_posterior_entropy,10,0.4285367397522252,0.013095619039924827,0.004141198353602995,0.41916869823382263,0.4379047812706278,0.40825626650560903,0.44433815590177583
2,Moderate shift,Modular causal latent SCM,predicted_atrial_prevalence,10,0.4945000000000001,0.06433290155295517,0.020343849739472175,0.44847901459182565,0.5405209854081746,0.4067,0.58065
2,Moderate shift,Modular causal latent SCM,accuracy_complete_case,10,0.8202090841258818,0.01073510935642333,0.0033947396497282043,0.8125296495112243,0.8278885187405393,0.8055402234787534,0.8360077522772497
2,Moderate shift,Modular causal latent SCM,accuracy_any_missing,10,0.7612026691485471,0.020979517499517455,0.006634305950983562,0.746194826420964,0.7762105118761301,0.7309928113519315,0.7866021581046211
2,Moderate shift,Modular causal latent SCM,accuracy_electrical_missing,10,0.7529513534503651,0.021858787748008937,0.006912355617389093,0.7373145186782937,0.7685881882224366,0.7165858018386108,0.7758057241266196
